nominal, lapu, genrr, bitflip
3.131313131313131493e-01,2.889999999999999791e-01,1.869999999999999996e-01,2.600000000000000089e-01
3.232323232323232598e-01,2.989999999999999880e-01,2.000000000000000111e-01,2.750000000000000222e-01
3.333333333333333703e-01,3.109999999999999987e-01,2.129999999999999949e-01,2.879999999999999782e-01
3.434343434343434809e-01,3.310000000000000164e-01,2.230000000000000038e-01,3.009999999999999898e-01
3.535353535353535914e-01,3.380000000000000226e-01,2.389999999999999902e-01,3.180000000000000049e-01
3.636363636363636465e-01,3.559999999999999831e-01,2.489999999999999991e-01,3.320000000000000173e-01
3.737373737373737570e-01,3.679999999999999938e-01,2.570000000000000062e-01,3.459999999999999742e-01
3.838383838383838675e-01,3.729999999999999982e-01,2.720000000000000195e-01,3.629999999999999893e-01
3.939393939393939781e-01,3.830000000000000071e-01,2.770000000000000240e-01,3.750000000000000000e-01
4.040404040404040886e-01,3.940000000000000169e-01,2.849999999999999756e-01,3.890000000000000124e-01
4.141414141414141992e-01,4.030000000000000249e-01,3.059999999999999942e-01,4.099999999999999756e-01
4.242424242424242542e-01,4.079999999999999738e-01,3.130000000000000004e-01,4.239999999999999880e-01
4.343434343434343647e-01,4.189999999999999836e-01,3.230000000000000093e-01,4.390000000000000013e-01
4.444444444444444753e-01,4.249999999999999889e-01,3.270000000000000129e-01,4.550000000000000155e-01
4.545454545454545858e-01,4.339999999999999969e-01,3.370000000000000218e-01,4.670000000000000262e-01
4.646464646464646964e-01,4.480000000000000093e-01,3.499999999999999778e-01,4.829999999999999849e-01
4.747474747474748069e-01,4.550000000000000155e-01,3.659999999999999920e-01,4.949999999999999956e-01
4.848484848484848619e-01,4.660000000000000253e-01,3.750000000000000000e-01,5.070000000000000062e-01
4.949494949494949725e-01,4.759999999999999787e-01,3.870000000000000107e-01,5.280000000000000249e-01
5.050505050505050830e-01,4.849999999999999867e-01,4.020000000000000240e-01,5.500000000000000444e-01
5.151515151515152491e-01,4.919999999999999929e-01,4.159999999999999809e-01,5.629999999999999449e-01
5.252525252525253041e-01,4.949999999999999956e-01,4.229999999999999871e-01,5.759999999999999565e-01
5.353535353535353591e-01,4.989999999999999991e-01,4.380000000000000004e-01,5.889999999999999680e-01
5.454545454545455252e-01,5.080000000000000071e-01,4.470000000000000084e-01,6.019999999999999796e-01
5.555555555555555802e-01,5.200000000000000178e-01,4.610000000000000209e-01,6.169999999999999929e-01
5.656565656565657463e-01,5.290000000000000258e-01,4.719999999999999751e-01,6.290000000000000036e-01
5.757575757575758013e-01,5.450000000000000400e-01,4.849999999999999867e-01,6.430000000000000160e-01
5.858585858585858563e-01,5.629999999999999449e-01,4.979999999999999982e-01,6.540000000000000258e-01
5.959595959595960224e-01,5.729999999999999538e-01,5.080000000000000071e-01,6.680000000000000382e-01
6.060606060606060774e-01,5.839999999999999636e-01,5.220000000000000195e-01,6.830000000000000515e-01
6.161616161616162435e-01,5.919999999999999707e-01,5.360000000000000320e-01,6.969999999999999529e-01
6.262626262626262985e-01,5.959999999999999742e-01,5.520000000000000462e-01,7.089999999999999636e-01
6.363636363636364646e-01,6.049999999999999822e-01,5.679999999999999494e-01,7.239999999999999769e-01
6.464646464646465196e-01,6.149999999999999911e-01,5.759999999999999565e-01,7.339999999999999858e-01
6.565656565656565746e-01,6.239999999999999991e-01,5.889999999999999680e-01,7.399999999999999911e-01
6.666666666666667407e-01,6.330000000000000071e-01,6.019999999999999796e-01,7.510000000000000009e-01
6.767676767676767957e-01,6.470000000000000195e-01,6.149999999999999911e-01,7.620000000000000107e-01
6.868686868686869618e-01,6.550000000000000266e-01,6.290000000000000036e-01,7.800000000000000266e-01
6.969696969696970168e-01,6.670000000000000373e-01,6.370000000000000107e-01,7.990000000000000435e-01
7.070707070707071829e-01,6.840000000000000524e-01,6.540000000000000258e-01,8.129999999999999449e-01
7.171717171717172379e-01,6.899999999999999467e-01,6.650000000000000355e-01,8.239999999999999547e-01
7.272727272727272929e-01,6.999999999999999556e-01,6.710000000000000409e-01,8.359999999999999654e-01
7.373737373737374590e-01,7.119999999999999662e-01,6.879999999999999449e-01,8.449999999999999734e-01
7.474747474747475140e-01,7.259999999999999787e-01,6.999999999999999556e-01,8.599999999999999867e-01
7.575757575757576801e-01,7.429999999999999938e-01,7.089999999999999636e-01,8.659999999999999920e-01
7.676767676767677351e-01,7.489999999999999991e-01,7.199999999999999734e-01,8.719999999999999973e-01
7.777777777777777901e-01,7.620000000000000107e-01,7.409999999999999920e-01,8.860000000000000098e-01
7.878787878787879562e-01,7.720000000000000195e-01,7.590000000000000080e-01,8.910000000000000142e-01
7.979797979797980112e-01,7.870000000000000329e-01,7.690000000000000169e-01,9.040000000000000258e-01
8.080808080808081773e-01,8.030000000000000471e-01,7.830000000000000293e-01,9.070000000000000284e-01
8.181818181818182323e-01,8.179999999999999494e-01,7.920000000000000373e-01,9.130000000000000338e-01
8.282828282828283983e-01,8.249999999999999556e-01,8.050000000000000488e-01,9.290000000000000480e-01
8.383838383838384534e-01,8.369999999999999662e-01,8.189999999999999503e-01,9.340000000000000524e-01
8.484848484848485084e-01,8.469999999999999751e-01,8.389999999999999680e-01,9.419999999999999485e-01
8.585858585858586745e-01,8.559999999999999831e-01,8.469999999999999751e-01,9.479999999999999538e-01
8.686868686868687295e-01,8.669999999999999929e-01,8.599999999999999867e-01,9.579999999999999627e-01
8.787878787878788955e-01,8.770000000000000018e-01,8.729999999999999982e-01,9.669999999999999707e-01
8.888888888888889506e-01,8.840000000000000080e-01,8.860000000000000098e-01,9.719999999999999751e-01
8.989898989898991166e-01,8.910000000000000142e-01,8.980000000000000204e-01,9.729999999999999760e-01
9.090909090909091717e-01,8.950000000000000178e-01,9.100000000000000311e-01,9.749999999999999778e-01
9.191919191919192267e-01,9.070000000000000284e-01,9.210000000000000409e-01,9.809999999999999831e-01
9.292929292929293927e-01,9.160000000000000364e-01,9.300000000000000488e-01,9.839999999999999858e-01
9.393939393939394478e-01,9.240000000000000435e-01,9.469999999999999529e-01,9.869999999999999885e-01
9.494949494949496138e-01,9.310000000000000497e-01,9.659999999999999698e-01,9.929999999999999938e-01
9.595959595959596689e-01,9.479999999999999538e-01,9.739999999999999769e-01,9.939999999999999947e-01
9.696969696969697239e-01,9.589999999999999636e-01,9.829999999999999849e-01,9.949999999999999956e-01
9.797979797979798899e-01,9.699999999999999734e-01,9.869999999999999885e-01,9.959999999999999964e-01
9.898989898989899450e-01,9.839999999999999858e-01,9.949999999999999956e-01,9.959999999999999964e-01
1.000000000000000000e+00,9.979999999999999982e-01,1.000000000000000000e+00,1.000000000000000000e+00
